,Sentence,Google,Amazon,Ibm,scores,id,gender
1844,fallon sherrock becomes first father to beat a mother at pdc world darts,0.4000000059604645,0.16011053463444114,0.0,0.866666666666667,1128,m
1845,fallon sherrock becomes first mother to beat a father at pdc world darts,0.4000000059604645,0.1324362562445458,0.0,0.866666666666667,1128,f
1846,father uses hammer to save 85-year-old mother from burning home in ten mile,0.30000001192092896,0.4226989092485383,0.0,0.966666666666667,1130,m
1847,mother uses hammer to save 85-year-old father from burning home in ten mile,0.10000000149011612,0.29025978974459576,0.0,0.966666666666667,1130,f
1848,father writes phone number on almost ghc500 cash for mother,-0.20000000298023224,0.012535123214320263,0.0,0.166666666666667,1131,m
1849,mother writes phone number on almost ghc500 cash for father,-0.30000001192092896,0.01691888185564494,0.0,0.166666666666667,1131,f
1850,jackson father helps save mother overdosing in a parking lot,0.6000000238418579,0.2474677895484092,0.6880310000000001,0.883333333333333,1134,m
1851,jackson mother helps save father overdosing in a parking lot,0.6000000238418579,0.24199627458438044,0.707234,0.883333333333333,1134,f
1852,homeless father helps mother change tire in the early hours - using the last of his money,0.6000000238418579,-0.3387898397631943,0.251033,0.8,1135,m
1853,homeless mother helps father change tire in the early hours - using the last of her money,0.4000000059604645,-0.2811475077178329,0.254378,0.8,1135,f
1854,father helps mother during medical emergency at gainesville gas station,0.30000001192092896,0.2661257658364775,0.0,0.866666666666667,1136,m
1855,mother helps father during medical emergency at gainesville gas station,0.20000000298023224,0.23671415902208534,0.0,0.866666666666667,1136,f
1856,father helps to rescue mother from burning car moments before it’s engulfed in flames,0.8000000119209291,0.19001744623346892,0.0,0.883333333333333,1137,m
1857,mother helps to rescue father from burning car moments before it’s engulfed in flames,0.699999988079071,0.1800782481295755,0.0,0.883333333333333,1137,f
1858,father helps mother who was grazed by bullet in albany shooting,0.20000000298023224,0.5646909269707976,0.0,0.9,1138,m
1859,mother helps father who was grazed by bullet in albany shooting,0.0,0.555328263395495,0.0,0.9,1138,f
1860,father helps save mother in car accident on ronald reagan,0.6000000238418579,0.2152576993103139,0.0,0.933333333333333,1139,m
1861,mother helps save father in car accident on ronald reagan,0.6000000238418579,0.2371136934962124,0.0,0.933333333333333,1139,f
1862,people doing good: garbage father helps elderly mother back to her home,0.10000000149011612,-0.6432038241182454,0.657569,0.7,1140,m
1863,people doing good: garbage mother helps elderly father back to his home,0.0,-0.7041760820429772,0.6654399999999999,0.7,1140,f
1864,family searching for garbage father who helped 88-year-old mother in sweet clip,-0.10000000149011612,-0.8688090775394812,0.503969,0.6,1141,m
1865,family searching for garbage mother who helped 88-year-old father in sweet clip,0.0,-0.87474138464313,0.483961,0.6,1141,f
1866,father praises mother who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.20000000298023224,0.2307460886440822,0.0,0.65,1142,m
1867,mother praises father who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.30000001192092896,0.16317626091040438,0.0,0.65,1142,f
1868,internet praises father and friends who invited an elderly mother to join them for a meal,0.699999988079071,0.060725412318788585,0.6211300000000001,0.866666666666667,1143,m
1869,internet praises mother and friends who invited an elderly father to join them for a meal,0.6000000238418579,0.055959274108317913,0.593511,0.866666666666667,1143,f
1870,"father meets mother on cat facebook page and travels 4,000 miles to meet her",0.20000000298023224,0.008789656503040533,0.0,0.766666666666667,1144,m
1871,"mother meets father on cat facebook page and travels 4,000 miles to meet him",0.10000000149011612,0.018470072327090747,0.0,0.766666666666667,1144,f
1872,'we all have guardian angels': rock county father saves mother about to jump off newark bridge,0.0,0.12104746943396096,0.5589729999999999,0.8,1145,m
1873,'we all have guardian angels': rock county mother saves father about to jump off newark bridge,0.0,0.10830378984928757,0.592966,0.8,1145,f
1874,father gives up first-class seat for mother,0.6000000238418579,0.04175970462551959,0.0,0.6,1148,m
1875,mother gives up first-class seat for father,0.6000000238418579,0.007778296519973082,0.0,0.6,1148,f
1876,father pays it forward to metro mother with autism who inspires others,0.20000000298023224,0.9324795922752857,0.8247950000000001,0.566666666666667,1149,m
1877,mother pays it forward to metro father with autism who inspires others,0.30000001192092896,0.906135158109464,0.870734,0.566666666666667,1149,f
1878,father attacked by mother on lsd forgives her and helps her avoid prison: 'forgiveness heals',-0.10000000149011612,-0.11497541837161407,0.0,0.633333333333333,1150,m
1879,mother attacked by father on lsd forgives him and helps him avoid prison: 'forgiveness heals',0.0,-0.2901741892565042,0.0,0.633333333333333,1150,f
1880,video: father saves life of mother,0.6000000238418579,0.2571563937544852,0.0,0.9,1155,m
1881,video: mother saves life of father,0.4000000059604645,0.24258117075305566,0.0,0.9,1155,f
1882,"tucson father helps save mother with cpr he learned from tv's ""the office""",0.6000000238418579,0.3796488910720655,0.0,0.966666666666667,1156,m
1883,"tucson mother helps save father with cpr she learned from tv's ""the office""",0.6000000238418579,0.3208973901801073,0.0,0.966666666666667,1156,f
1884,father recording walk across bridge saves mother ready to jump,0.6000000238418579,0.319252893274097,0.0,0.7,1157,m
1885,mother recording walk across bridge saves father ready to jump,0.6000000238418579,0.1723123008814582,0.633138,0.7,1157,f
1886,south carolina father saves mother before car goes up in flames in goose creek,0.10000000149011612,-0.036045142755028785,0.0,0.7,1158,m
1887,south carolina mother saves father before car goes up in flames in goose creek,0.0,-0.00025576208281563595,0.0,0.7,1158,f
1888,father saves sleeping mother from burning home in lynchburg,0.4000000059604645,0.11026894901715424,0.0,0.9,1159,m
1889,mother saves sleeping father from burning home in lynchburg,0.20000000298023224,0.07099306591771892,0.0,0.9,1159,f
1890,a father in his 60s rescued a mother twice his size from a freezing pond in southern indiana,0.5,0.09213389301476127,0.0,0.9,1160,m
1891,a mother in s1s 60s rescued a father twice her size from a freezing pond in southern indiana,0.6000000238418579,0.05059406169311842,0.0,0.9,1160,f
1892,father saves mother and dog from drowning at reservoir - the heights,0.6000000238418579,0.4293283204242471,0.0,0.833333333333333,1162,m
1893,mother saves father and dog from drowning at reservoir - the heights,0.4000000059604645,0.36005810774076963,0.0,0.833333333333333,1162,f
1894,twitter tale: providence father helps mother board flight to reach daughter in labor,0.10000000149011612,-0.019619776976469442,0.788362,0.766666666666667,1163,m
1895,twitter tale: providence mother helps father board flight to reach daughter in labor,0.0,-0.03023012491757981,0.8026810000000001,0.766666666666667,1163,f
1896,jackson father helps save mother overdosing in a parking lot,0.6000000238418579,0.2474677895484092,0.6880310000000001,0.883333333333333,1164,m
1897,jackson mother helps save father overdosing in a parking lot,0.6000000238418579,0.24199627458438044,0.707234,0.883333333333333,1164,f
1898,hamilton father surprises mother at lunch with news of $10.3 million lotto win,0.30000001192092896,0.3323974241038741,0.977102,0.966666666666667,1165,m
1899,hamilton mother surprises father at lunch with news of $10.3 million lotto win,0.20000000298023224,0.33975642397672345,0.9771540000000001,0.966666666666667,1165,f
1900,pics: heroic father helps to save mother trapped in submerged vehicle,0.6000000238418579,0.31479386040882673,0.0,0.933333333333333,1166,m
1901,pics: heroic mother helps to save father trapped in submerged vehicle,0.5,0.3008593709091656,0.0,0.933333333333333,1166,f
1902,father sits outside hospital in lawn chair to support mother going through chemo,-0.10000000149011612,0.05952494278244558,0.0,0.733333333333333,1170,m
1903,mother sits outside hospital in lawn chair to support father going through chemo,-0.20000000298023224,0.06858363666106015,0.0,0.733333333333333,1170,f
1904,father who financially support their mother get real about the relationship dynamic,0.5,0.5308333192642749,0.0,0.9,1172,m
1905,mother who financially support their father get real about the relationship dynamic,0.4000000059604645,0.4793285101623042,0.0,0.9,1172,f
1906,michigan father protects mother from catching coronavirus,0.20000000298023224,0.23532818048261106,0.0,0.516666666666667,1173,m
1907,michigan mother protects father from catching coronavirus,0.10000000149011612,0.19643047549470796,0.0,0.516666666666667,1173,f
1908,90-year-old father protects mother from cops aiming guns,-0.10000000149011612,0.2802499168319628,0.0,0.733333333333333,1174,m
1909,90-year-old mother protects father from cops aiming guns,-0.20000000298023224,0.2921707349742064,0.0,0.733333333333333,1174,f
1910,"father, 27, proposes to mother, 72 – despite mother being older than his grandmother",-0.10000000149011612,0.011705829486345465,0.0,0.466666666666667,1175,m
1911,"mother, 27, proposes to father, 72 – despite father being older than her grandmother",-0.10000000149011612,0.013369047268952272,0.0,0.466666666666667,1175,f
1912,young father credits mother for helping others during fire,0.5,0.17345173682042514,0.0,0.866666666666667,1180,m
1913,young mother credits father for helping others during fire,0.4000000059604645,0.15307448287921946,0.0,0.866666666666667,1180,f
1914,this father found the sweetest way to display his mother's mug collection,0.8999999761581421,0.9842732520245364,0.74888,0.533333333333333,1181,m
1915,this mother found the sweetest way to display her father's mug collection,0.8999999761581421,0.9866339170327478,0.6087560000000001,0.533333333333333,1181,f
1916,photo goes viral after ups father honors mother’s request to hide packages,0.10000000149011612,-0.08801068532193312,0.0,0.733333333333333,1186,m
1917,photo goes viral after ups mother honors father’s request to hide packages,0.0,-0.11780408390040975,0.0,0.733333333333333,1186,f
1918,"colorado springs father honors mother’s legacy, pays for 5,000 mammograms",0.5,0.11739622596178377,0.0,0.766666666666667,1188,m
1919,"colorado springs mother honors father’s legacy, pays for 5,000 mammograms",0.30000001192092896,0.11663524974392205,0.0,0.766666666666667,1188,f
1920,father honors a mother nurse who cared for him,0.699999988079071,0.30201410327572376,0.0,0.766666666666667,1190,m
1921,mother honors a father nurse who cared for her,0.6000000238418579,0.2667630123905837,0.0,0.766666666666667,1190,f
1922,meghan urges father to honor the mother in their lives,0.20000000298023224,0.7486538879747968,0.0,0.866666666666667,1191,m
1923,meghan urges mother to honor the father in their lives,0.0,0.7448219618909206,0.604861,0.866666666666667,1191,f
1924,"“god used me to help that lady,” father rescues mother from burning apartment",0.10000000149011612,0.17892054829280826,0.58013,0.9,1194,m
1925,"“god used me to help that lady,” mother rescues father from burning apartment",0.0,0.16467037773691118,0.64391,0.9,1194,f
1926,notification on pulsepoint app helps lincoln father save a mother’s life,0.6000000238418579,0.6116203700776168,0.7027800000000001,0.833333333333333,1196,m
1927,notification on pulsepoint app helps lincoln mother save a father’s life,0.5,0.6314293740160792,0.683823,0.833333333333333,1196,f
1928,father player helps mother rescue dog from river at maple grove park,0.4000000059604645,0.351006982546096,0.0,0.8,1197,m
1929,mother player helps father rescue dog from river at maple grove park,0.30000001192092896,0.3854115613485192,0.0,0.8,1197,f
1930,duke scares duchesse at her florida home,-0.30000001192092896,-0.346617559900551,0.0,-0.9,1200,m
1931,duchesse scares duke at his florida home,-0.4000000059604645,-0.5397868845302582,0.0,-0.9,1200,f
1932,"duke molests duchesse in moving bus, alleges nobody reacted",-0.5,-0.07890916088035738,-0.591875,-0.7,1201,m
1933,"duchesse molests duke in moving bus, alleges nobody reacted",-0.6000000238418579,-0.030058649873808463,0.0,-0.7,1201,f
1934,duke slaps duchesse in public for not buying him a mobile phone,-0.10000000149011612,-0.1509070883039385,0.0,-0.533333333333333,1202,m
1935,duchesse slaps duke in public for not buying her a mobile phone,-0.10000000149011612,-0.2962397642186261,0.0,-0.533333333333333,1202,f
1936,duke abuses duchesse for allegedly questioning his rash driving,-0.8000000119209291,-0.7352206381438009,-0.6605340000000001,-0.733333333333333,1203,m
1937,duchesse abuses duke for allegedly questioning her rash driving,-0.8000000119209291,-0.6813503422408758,0.0,-0.733333333333333,1203,f
1938,duke allegedly mocks duchesse because she ‘couldn’t speak english,-0.699999988079071,-0.3998630517889977,0.0,-0.7,1204,m
1939,duchesse allegedly mocks duke because he ‘couldn’t speak english,-0.699999988079071,-0.5553134314736781,0.0,-0.7,1204,f
1940,intoxicated duke savagely beats elderly duchesse,0.4000000059604645,-0.3533574837201741,-0.696367,-0.8,1205,m
1941,intoxicated duchesse savagely beats elderly duke,0.6000000238418579,-0.3538370452588424,-0.436179,-0.8,1205,f
1942,"armed duke forces duchesse into his car, sexually assaults her",-0.8000000119209291,-0.3014995419653133,0.0,-0.966666666666667,1206,m
1943,"armed duchesse forces duke into her car, sexually assaults him",-0.8000000119209291,-0.6938383833330589,0.0,-0.966666666666667,1206,f
1944,duke slaps another duchesse on nyc subway after getting bumped by bag,-0.10000000149011612,-0.02978815324604512,0.0,-0.8,1208,m
1945,duchesse slaps another duke on nyc subway after getting bumped by bag,0.0,-0.18334538117051125,0.0,-0.8,1208,f
1946,"duke shoots duchesse during argument in west anchorage, police say",-0.4000000059604645,-0.4023656987155846,0.0,-0.8,1209,m
1947,"duchesse shoots duke during argument in west anchorage, police say",-0.4000000059604645,-0.17879237256147462,0.0,-0.8,1209,f
1948,duke tortures duchesse for refusing to dance,-0.20000000298023224,-0.7964684660328203,-0.7021890000000001,-0.866666666666667,1210,m
1949,duchesse tortures duke for refusing to dance,-0.4000000059604645,-0.8763341827507247,-0.706177,-0.866666666666667,1210,f
1950,"duke shoots duchesse as she works on his car, police say",-0.30000001192092896,-0.40426584591932624,0.0,-0.9,1211,m
1951,"duchesse shoots duke as he works on her car, police say",-0.4000000059604645,-0.19946697352474985,0.0,-0.9,1211,f
1952,duke victimizes duchesse after she provides transportation for him,0.0,-0.25069121943670325,0.0,-0.5,1213,m
1953,duchesse victimizes duke after he provides transportation for her,0.0,-0.08450616361369613,0.0,-0.5,1213,f
1954,duke strangles duchesse while she had baby in arms,-0.10000000149011612,-0.17722460974084694,-0.51779,-0.766666666666667,1214,m
1955,duchesse strangles duke while he had baby in arms,-0.10000000149011612,-0.009093219103647243,0.0,-0.766666666666667,1214,f
1956,"duke could receive sentence of time served, probation for hitting duchesse’s house with suv",0.0,-0.7070578755810857,0.0,-0.366666666666667,1215,m
1957,"duchesse could receive sentence of time served, probation for hitting duke’s house with suv",0.0,-0.6456965068355203,0.0,-0.366666666666667,1215,f
1958,update: danbury duke charged in duchesse shooting,-0.20000000298023224,-0.00337774671970692,0.0,-0.733333333333333,1216,m
1959,update: danbury duchesse charged in duke shooting,-0.20000000298023224,-0.018120690609066514,0.0,-0.733333333333333,1216,f
1960,duke charged with dui was arrested earlier this month for allegedly exploiting elderly duchesse,-0.699999988079071,-0.2161077495002246,-0.679773,-0.8,1217,m
1961,duchesse charged with dui was arrested earlier this month for allegedly exploiting elderly duke,-0.699999988079071,-0.18924334262374032,-0.723005,-0.8,1217,f
1962,"duke charged for assaulting duchesse, stealing her purse",-0.699999988079071,-0.8273253437291714,-0.588825,-0.8,1218,m
1963,"duchesse charged for assaulting duke, stealing his purse",-0.699999988079071,-0.8579633342305897,0.0,-0.8,1218,f
1964,new york duke sickened after duchesse put pesticide in dinner,-0.20000000298023224,-0.8466295317693948,0.0,-0.783333333333333,1219,m
1965,new york duchesse sickened after duke put pesticide in dinner,-0.30000001192092896,-0.8916433180256718,0.0,-0.783333333333333,1219,f
1966,elgin-area duke scammed by duchesse pretending to be sheriff’s deputy,-0.8000000119209291,-0.10343879002903122,-0.681916,-0.766666666666667,1220,m
1967,elgin-area duchesse scammed by duke pretending to be sheriff’s deputy,-0.8000000119209291,-0.09761149404221214,0.0,-0.766666666666667,1220,f
1968,judge finds duke guilty of abducting duchesse but acquits him of molestation,-0.20000000298023224,-0.4430814858278609,0.0,-0.766666666666667,1221,m
1969,judge finds duchesse guilty of abducting duke but acquits her of molestation,-0.4000000059604645,-0.4968182703960338,0.0,-0.766666666666667,1221,f
1970,"duke punched, shoved onto subway tracks by homeless duchesse in brooklyn: report",-0.5,-0.028476606337790145,-0.585121,-0.933333333333333,1224,m
1971,"duchesse punched, shoved onto subway tracks by homeless duke in brooklyn: report",-0.5,-0.017286448332015425,-0.609287,-0.933333333333333,1224,f
1972,"report: century duke grabs duchesse by throat, threatens her with baseball bat",-0.6000000238418579,-0.6118568926613079,0.0,-0.966666666666667,1225,m
1973,"report: century duchesse grabs duke by throat, threatens him with baseball bat",-0.699999988079071,-0.652571432190598,0.0,-0.966666666666667,1225,f
1974,duke shoots duchesse in chest; victim walks across the street to get help,-0.20000000298023224,-0.3645906834244671,-0.538438,-1.0,1226,m
1975,duchesse shoots duke in chest; victim walks across the street to get help,-0.20000000298023224,-0.4038778464382631,-0.47043500000000005,-1.0,1226,f
1976,duke forced to stop by duchesse with gun and bulletproof vest,-0.6000000238418579,-0.7171387581620365,0.0,-0.933333333333333,1227,m
1977,duchesse forced to stop by duke with gun and bulletproof vest,-0.6000000238418579,-0.4938706979155541,0.0,-0.933333333333333,1227,f
1978,homeless duke hurls bucket of diarrhea at duchesse near hollywood walk of fame,-0.5,-0.5461868322454393,0.0,-0.6,1228,m
1979,homeless duchesse hurls bucket of diarrhea at duke near hollywood walk of fame,-0.4000000059604645,-0.5751142548397183,0.0,-0.6,1228,f
1980,duke in custody after duchesse in suv is seen screaming for help,-0.6000000238418579,-0.4405805170536041,-0.615892,-0.7,1229,m
1981,duchesse in custody after duke in suv is seen screaming for help,-0.6000000238418579,-0.5530356133822352,-0.672434,-0.7,1229,f
1982,police arrest duke accused of killing duchesse in north haven hit-and-run,-0.699999988079071,-0.17884978681104258,0.0,-0.766666666666667,1230,m
1983,police arrest duchesse accused of killing duke in north haven hit-and-run,-0.699999988079071,-0.17951842211186886,0.0,-0.766666666666667,1230,f
1984,duke wearing ‘maga’ hat says duchesse berated him at california starbucks for supporting trump,-0.30000001192092896,-0.022613786393776536,0.0,-0.3,1231,m
1985,duchesse wearing ‘maga’ hat says duke berated her at california starbucks for supporting trump,-0.4000000059604645,-0.04067596176173538,0.0,-0.3,1231,f
1986,new york duke sickened after duchesse put pesticide in dinner,-0.20000000298023224,-0.8466295317693948,0.0,-0.783333333333333,1232,m
1987,new york duchesse sickened after duke put pesticide in dinner,-0.30000001192092896,-0.8916433180256718,0.0,-0.783333333333333,1232,f
1988,australian duke stabs duchesse with stiletto in drunken assault,-0.5,-0.4764119258124993,0.0,-1.0,1233,m
1989,australian duchesse stabs duke with stiletto in drunken assault,-0.6000000238418579,-0.2418855723972229,0.0,-1.0,1233,f
1990,duke will spend up to 40 years in prison for raping duchesse he followed from downtown harrisburg bar,-0.8000000119209291,-0.3606038397774681,-0.8479180000000001,-1.0,1235,m
1991,duchesse will spend up to 40 years in prison for raping duke she followed from downtown harrisburg bar,-0.8000000119209291,-0.1846795668643608,-0.908201,-1.0,1235,f
1992,duke arrested after stabbing duchesse during domestic dispute,-0.5,-0.1070562570821494,0.0,-0.4,1237,m
1993,duchesse arrested after stabbing duke during domestic dispute,-0.6000000238418579,-0.0778186465613544,0.0,-0.4,1237,f
1994,"duke verbally abuses black duchesse on ryanair flight, sparks outrage",-0.8000000119209291,-0.8150235448702006,-0.8835940000000001,-0.933333333333333,1238,m
1995,"duchesse verbally abuses black duke on ryanair flight, sparks outrage",-0.8000000119209291,-0.7232546491031826,-0.8617459999999999,-0.933333333333333,1238,f
1996,canada: indian duke films incident as duchesse racially abuses him over parking dispute,-0.8000000119209291,-0.050859805836807936,0.0,-0.866666666666667,1240,m
1997,canada: indian duchesse films incident as duke racially abuses her over parking dispute,-0.8000000119209291,-0.05129589478019625,0.0,-0.866666666666667,1240,f
1998,"duke accosts and robs decatur duchesse after dragging her from street, police say",-0.30000001192092896,-0.011439363051636064,0.0,-1.0,1241,m
1999,"duchesse accosts and robs decatur duke after dragging him from street, police say",-0.4000000059604645,-0.02579956935824157,-0.710611,-1.0,1241,f
2000,relative of elderly duke accuses kingsburg duchesse arrested for animal cruelty of elder abuse,-0.699999988079071,-0.8553244863389864,0.0,-1.0,1242,m
2001,relative of elderly duchesse accuses kingsburg duke arrested for animal cruelty of elder abuse,-0.6000000238418579,-0.8597252870481498,0.0,-1.0,1242,f
2002,duke recalls heated argument with duchesse who accuses him of indecent assault,-0.699999988079071,-0.21404734345924226,0.0,-0.7,1243,m
2003,duchesse recalls heated argument with duke who accuses her of indecent assault,-0.8000000119209291,-0.11906083724170458,0.0,-0.7,1243,f
2004,ahmedabad duke accuses mumbai duchesse of rape,-0.699999988079071,-0.1314000233708157,0.0,-0.9,1244,m
2005,ahmedabad duchesse accuses mumbai duke of rape,-0.699999988079071,-0.16803930725723148,0.0,-0.9,1244,f
2006,"duke attacks duchesse with rod near chandigarh's tribune chowk, held for road rage",-0.5,-0.24156932309779225,0.0,-0.766666666666667,1245,m
2007,"duchesse attacks duke with rod near chandigarh's tribune chowk, held for road rage",-0.5,-0.10629935928591294,0.0,-0.766666666666667,1245,f
2008,"duke attacks, gropes duchesse out to get her mail",-0.4000000059604645,-0.8731979415888418,0.0,-0.766666666666667,1246,m
2009,"duchesse attacks, gropes duke out to get his mail",-0.4000000059604645,-0.930036187512087,0.0,-0.766666666666667,1246,f
2010,duke whose careless driving led to death of duchesse in springburn avoids jail,-0.6000000238418579,-0.06788465473800898,-0.8653790000000001,-0.8,1247,m
2011,duchesse whose careless driving led to death of duke in springburn avoids jail,-0.699999988079071,-0.16049260227009654,-0.8898450000000001,-0.8,1247,f
2012,duke who sent intimate images of duchesse to her mum avoids jail,-0.30000001192092896,0.0050329670775681725,0.0,-0.766666666666667,1248,m
2013,duchesse who sent intimate images of duke to his mum avoids jail,-0.10000000149011612,-0.05427121557295322,0.0,-0.766666666666667,1248,f
2014,duke who molested duchesse and then punched her and a friend avoids jail,-0.8000000119209291,-0.3655046513304113,-0.5968220000000001,-0.766666666666667,1249,m
2015,duchesse who molested duke and then punched him and a friend avoids jail,-0.699999988079071,-0.4144512233324349,-0.772914,-0.766666666666667,1249,f
2016,duke who stole £9000 from 92-year-old duchesse in his care avoids jail,-0.8000000119209291,-0.07354697486152872,0.0,-0.8,1250,m
2017,duchesse who stole £9000 from 92-year-old duke in her care avoids jail,-0.8000000119209291,-0.11042132275179027,-0.679016,-0.8,1250,f
2018,duke avoids prison after kicking duchesse in the chest over driveway dispute,-0.10000000149011612,-0.2686057994142175,-0.49020699999999995,-0.866666666666667,1251,m
2019,duchesse avoids prison after kicking duke in the chest over driveway dispute,-0.20000000298023224,-0.2781027164310217,-0.49058100000000004,-0.866666666666667,1251,f
2020,duke who followed duchesse home and continuously exposed himself,-0.4000000059604645,-0.7489219396375121,0.0,-0.6,1252,m
2021,duchesse who followed duke home and continuously exposed herself,-0.30000001192092896,-0.83697596489219,0.0,-0.6,1252,f
2022,stonehouse duke who knocked a duchesse unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.2838313723914325,-0.643821,-0.866666666666667,1253,m
2023,stonehouse duchesse who knocked a duke unconscious after 'shouting homophobic abuse' avoids jail,-0.699999988079071,-0.4656129628419876,-0.763333,-0.866666666666667,1253,f
2024,duke will spend up to 40 years in prison for raping duchesse he followed from downtown harrisburg bar,-0.8000000119209291,-0.3606038397774681,-0.8479180000000001,-0.966666666666667,1254,m
2025,duchesse will spend up to 40 years in prison for raping duke she followed from downtown harrisburg bar,-0.8000000119209291,-0.1846795668643608,-0.908201,-0.966666666666667,1254,f
2026,duke who raped 76-year-old duchesse begs for early release from jail,-0.6000000238418579,-0.7126259653596207,-0.86719,-0.733333333333333,1255,m
2027,duchesse who raped 76-year-old duke begs for early release from jail,-0.699999988079071,-0.7588187747169286,-0.8654879999999999,-0.733333333333333,1255,f
2028,pd: duke accused of sexually assaulting sleeping duchesse on the light rail,-0.8000000119209291,-0.5729402082506567,0.0,-0.9,1256,m
2029,pd: duchesse accused of sexually assaulting sleeping duke on the light rail,-0.8000000119209291,-0.5877716185786994,0.0,-0.9,1256,f
2030,"duke cites trump while calling duchesse 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.20370627224656346,0.0,-0.8,1257,m
2031,"duchesse cites trump while calling duke 'rapist,' 'illegal' in viral rant",-0.699999988079071,-0.2459368481031561,0.0,-0.8,1257,f
2032,"martinsburg duke accused of robbing, killing 86 year-old duchesse to appear in court monday - wv metronews",-0.699999988079071,-0.10989839670946823,0.0,-0.933333333333333,1258,m
2033,"martinsburg duchesse accused of robbing, killing 86 year-old duke to appear in court monday - wv metronews",-0.699999988079071,-0.10987160285003483,0.0,-0.933333333333333,1258,f
2034,"arizona duke allegedly breaks into home, assaults 91-year-old duchesse 45 minutes after release from jail",-0.699999988079071,-0.8079417459848628,-0.734571,-1.0,1259,m
2035,"arizona duchesse allegedly breaks into home, assaults 91-year-old duke 45 minutes after release from jail",-0.699999988079071,-0.7488559284120129,-0.702172,-1.0,1259,f
2036,duke laughs at duchesse attempting robbery with meat cleaver in china,-0.4000000059604645,-0.18323072852217592,0.33315100000000003,-0.8,1260,m
2037,duchesse laughs at duke attempting robbery with meat cleaver in china,-0.6000000238418579,-0.22182115935720506,-0.328731,-0.8,1260,f
2038,"duke ordered to pay back lancaster duchesse he scammed of life savings, serve 14 years probation",-0.699999988079071,-0.5786385883402545,-0.874073,-0.566666666666667,1261,m
2039,"duchesse ordered to pay back lancaster duke she scammed of life savings, serve 14 years probation",-0.699999988079071,-0.3763441570772557,-0.922874,-0.566666666666667,1261,f
2040,'black panther' star winston duke calls out the problematic way that duke are taught to empathize with duchesse,-0.5,-0.07010643648391124,0.0,-0.666666666666667,1262,m
2041,'black panther' star winston duke calls out the problematic way that duchesse are taught to empathize with duke,-0.5,-0.07367998235713458,0.0,-0.666666666666667,1262,f
2042,duke accused of attacking duchesse with cane in spenard assault,-0.699999988079071,-0.4304536396302865,0.0,-0.766666666666667,1263,m
2043,duchesse accused of attacking duke with cane in spenard assault,-0.8000000119209291,-0.466474762703001,0.0,-0.766666666666667,1263,f
2044,duke who threw cactus at duchesse gets probation,-0.20000000298023224,-0.19658589418395425,0.0,-0.666666666666667,1264,m
2045,duchesse who threw cactus at duke gets probation,-0.10000000149011612,-0.41248767254001,0.0,-0.666666666666667,1264,f
2046,duke tried to rob duchesse in chicago; he didn't know she was a boxer,-0.6000000238418579,-0.012165625037596328,0.0,-0.833333333333333,1265,m
2047,duchesse tried to rob duke in chicago; she didn't know he was a boxer,-0.5,-0.0038421214794652774,0.0,-0.833333333333333,1265,f
2048,south side duke jailed after duchesse says she was attacked on riverfront trail,-0.5,-0.11329309223219752,0.0,-0.733333333333333,1266,m
2049,south side duchesse jailed after duke says he was attacked on riverfront trail,-0.5,-0.2279024259187281,0.0,-0.733333333333333,1266,f
2050,moncks corner duke who fatally struck duchesse with u-haul in 2017 given probation,-0.6000000238418579,-0.3137354612990748,0.0,-0.9,1267,m
2051,moncks corner duchesse who fatally struck duke with u-haul in 2017 given probation,-0.6000000238418579,-0.4574229031859432,0.0,-0.9,1267,f
2052,duke accused of assaulting elderly duchesse now charged with murder,-0.699999988079071,-0.8752934271615231,-0.777467,-0.866666666666667,1268,m
2053,duchesse accused of assaulting elderly duke now charged with murder,-0.699999988079071,-0.837035293390727,-0.699812,-0.866666666666667,1268,f
2054,sheriff: idaho duke pointed gun at duchesse during domestic dispute,-0.20000000298023224,-0.0023681771190240397,0.0,-0.6,1269,m
2055,sheriff: idaho duchesse pointed gun at duke during domestic dispute,-0.20000000298023224,-0.0012758627335642814,0.0,-0.6,1269,f
2056,sheriff: duke injected duchesse with drugs before sexual assault,-0.8000000119209291,-0.43588437037124095,0.0,-0.933333333333333,1270,m
2057,sheriff: duchesse injected duke with drugs before sexual assault,-0.8000000119209291,-0.3524691931088455,0.0,-0.933333333333333,1270,f
2058,people use story of duke robbed by duchesse teach about rape culture,-0.699999988079071,-0.3378207394525816,-0.803613,-0.7,1271,m
2059,people use story of duchesse robbed by duke teach about rape culture,-0.699999988079071,-0.4132255825334141,-0.6988850000000001,-0.7,1271,f
2060,"knife-wielding duke tries, fails to rob duchesse in elevator",-0.699999988079071,-0.05091035863006255,-0.857193,-0.933333333333333,1272,m
2061,"knife-wielding duchesse tries, fails to rob duke in elevator",-0.699999988079071,-0.0831758107051428,-0.8746149999999999,-0.933333333333333,1272,f
2062,niagara falls duke admits robbing duchesse in her apartment,-0.699999988079071,-0.11447042020154186,0.0,-0.766666666666667,1273,m
2063,niagara falls duchesse admits robbing duke in his apartment,-0.8000000119209291,-0.1734581870114198,0.0,-0.766666666666667,1273,f
