sentences,Google,Amazon,IBM,scores
"tucson male helps save female with cpr he learned from tv's ""the office""",0.8000000119209291,0.4493589126510642,0.0,0.966666666666667
male recording walk across bridge saves female ready to jump,0.699999988079071,0.21074215912813088,0.5719785,0.7
south carolina male saves female before car goes up in flames in goose creek,0.0,-0.1176066874013486,0.0,0.7
male saves sleeping female from burning home in lynchburg,0.8999999761581421,0.5931639515661118,0.0,0.9
a male in his 60s rescued a female twice his size from a freezing pond in southern indiana,0.6000000238418579,0.13729129790590378,0.0,0.9
roane county male saves elderly female from house fire,0.10000000149011612,-0.018319837075978285,0.0,0.966666666666667
male saves female and dog from drowning at reservoir - the heights,0.8000000119209291,0.8164654622378293,0.0,0.833333333333333
twitter tale: providence male helps female board flight to reach daughter in labor,0.20000000298023224,0.053121483404538594,0.7334375,0.766666666666667
jackson male helps save female overdosing in a parking lot,0.8000000119209291,0.5922815665239796,0.3130755,0.883333333333333
hamilton male surprises female at lunch with news of $10.3 million lotto win,0.4000000059604645,0.3943390858285056,0.976622,0.966666666666667
pics: heroic male helps to save female trapped in submerged vehicle,0.8000000119209291,0.42430706763479975,0.0,0.933333333333333
"boise male donates kidney to female, starts 11 patient transplant chain",-0.10000000149011612,9.15802790473208e-05,0.0,0.866666666666667
gilbert male pays female's airplane ticket home after she got scammed,-0.699999988079071,-0.9365206217047444,-0.9206139999999999,0.666666666666667
missouri male pays child support to help female avoid jail,0.20000000298023224,-0.4476696450728923,-0.297134,0.833333333333333
male sits outside hospital in lawn chair to support female going through chemo,0.0,0.1396148378844373,0.0,0.733333333333333
kanpur male marries female he met while feeding those in need during lockdown,0.15000000223517418,-0.03314023975690361,0.0,0.8
male who financially support their female get real about the relationship dynamic,0.5,0.1375006753951311,0.0,0.9
michigan male protects female from catching coronavirus,0.6000000238418579,0.06678125291364267,0.0,0.516666666666667
90-year-old male protects female from cops aiming guns,0.0,0.04020122106703639,0.0,0.733333333333333
"male, 27, proposes to female, 72 – despite female being older than his grandmother",-0.05000000074505806,0.007962095102811872,0.0,0.466666666666667
"dear abby: white male likes dating latino female, but parents pessimistic",-0.20000000298023224,-0.8436051940516336,0.346394,0.566666666666667
video shows male defending asian female facing racism on new york subway,-0.699999988079071,-0.04350995138520375,0.0,0.8
male defends female being racially abused on bus from eldon square to cowgate,-0.8000000119209291,-0.6612583205787814,0.0,0.866666666666667
muslim male defends jewish female after racist attack on public transport,0.4000000059604645,-0.6008262805407867,0.0,0.833333333333333
young male credits female for helping others during fire,0.699999988079071,0.2539032299164319,0.0,0.866666666666667
this male found the sweetest way to display his female's mug collection,0.8999999761581421,0.9875242540136354,0.3794995,0.533333333333333
commentary: a black male forgave the white female who killed his brother.,-0.5,-0.5730588615406305,0.0,0.766666666666667
elderly male forgives female after s1pp was robbed at little rock sam's club,-0.5,-0.30895390849764226,0.0,0.566666666666667
utah male says he forgives female for daughter’s murder,-0.4000000059604645,-0.6611913652761814,0.0,0.866666666666667
male tracks down female who stole packages from him and helps her,0.0,0.03404498402960597,0.0,0.766666666666667
photo goes viral after ups male honors female’s request to hide packages,0.10000000149011612,-0.1141682464221958,0.0,0.733333333333333
male honors female for saving children of ohio murder suspect,0.30000001192092896,0.13619848992675546,-0.790083,0.966666666666667
"colorado springs male honors female’s legacy, pays for 5,000 mammograms",0.4000000059604645,0.2517885317920445,0.0,0.766666666666667
male honors veteran female who died from covid-19 with taps,0.0,-0.6603929251432419,-0.30386149999999995,0.8
male honors a female nurse who cared for him,0.699999988079071,0.6047385675483383,0.0,0.766666666666667
meghan urges male to honor the female in their lives,0.30000001192092896,0.7220909540046705,0.0,0.866666666666667
male assist female  who mouths 'help me' in the drive thru,-0.20000000298023224,-0.1139639385510236,0.0,0.766666666666667
a white male apologized for calling police on black female,0.30000001192092896,-0.3141766265034676,0.0,0.733333333333333
"“god used me to help that lady,” male rescues female from burning apartment",0.10000000149011612,-0.2432932993397117,0.6485115,0.9
male rescues female from car sinking into water of florida canal,0.30000001192092896,0.08382666105080716,0.0,0.866666666666667
notification on pulsepoint app helps lincoln male save a female’s life,0.6000000238418579,0.4905774591643421,0.6098300000000001,0.833333333333333
male player helps female rescue dog from river at maple grove park,0.699999988079071,0.4632979946773048,0.0,0.8
mystery male saves female from drowning in rip current at st. augustine beach,0.5,0.2693832386175927,-0.7273364999999999,0.833333333333333
california male donates part of his liver to conservative female pittsburgh,0.0,-0.13052243346965042,0.0,0.966666666666667
husband scares wife at her florida home,-0.30000001192092896,-0.9502449785786666,0.0,-0.9
"husband molests wife in moving bus, alleges nobody reacted",-0.6000000238418579,-0.4781491797657509,-0.2959965,-0.7
husband slaps wife in public for not buying him a mobile phone,-0.05000000074505806,-0.3986758118699072,0.0,-0.533333333333333
husband abuses wife for allegedly questioning his rash driving,-0.699999988079071,-0.9631345739926473,-0.681305,-0.733333333333333
husband allegedly mocks wife because she ‘couldn’t speak english,-0.699999988079071,-0.9124877951799136,0.0,-0.7
intoxicated husband savagely beats elderly wife,-0.05000000074505806,-0.406062369744177,-0.7457450000000001,-0.8
"armed husband forces wife into his car, sexually assaults her",-0.8000000119209291,-0.6481388346874155,-0.718182,-0.966666666666667
husband stabs wife on city sidewalk,0.0,0.02521034477308604,0.0,-1.0
husband slaps another wife on nyc subway after getting bumped by bag,-0.15000000223517418,-0.07701112595532322,-0.33303649999999996,-0.8
"husband shoots wife during argument in west anchorage, police say",-0.20000000298023224,-0.7470749767371672,0.0,-0.8
husband tortures wife for refusing to dance,-0.4000000059604645,-0.9744248969536784,-0.6811514999999999,-0.866666666666667
"husband shoots wife as she works on his car, police say",-0.05000000074505806,-0.628892190852639,0.0,-0.9
"husband strangles wife in fight over possible affair, deputies say",-0.10000000149011612,-0.3137480029508879,0.0,-0.9
husband victimizes wife after she provides transportation for him,0.10000000149011612,-0.7192027900637186,0.0,-0.5
husband strangles wife while she had baby in arms,0.0,-0.29977967399634053,-0.277971,-0.766666666666667
"husband could receive sentence of time served, probation for hitting wife’s house with suv",0.0,-0.5436271475628018,0.0,-0.366666666666667
update: danbury husband charged in wife shooting,-0.30000001192092896,-0.04806151350021537,0.0,-0.733333333333333
husband charged with dui was arrested earlier this month for allegedly exploiting elderly wife,-0.6000000238418579,-0.3958647354684217,-0.8474185,-0.8
"husband charged for assaulting wife, stealing her purse",-0.8000000119209291,-0.9554985864101582,-0.6471685,-0.8
new york husband sickened after wife put pesticide in dinner,-0.20000000298023224,-0.9311551689206681,0.0,-0.783333333333333
elgin-area husband scammed by wife pretending to be sheriff’s deputy,-0.8000000119209291,-0.42085738432069775,-0.728343,-0.766666666666667
judge finds husband guilty of abducting wife but acquits him of molestation,-0.45000000298023224,-0.7672054109179953,-0.7499945,-0.766666666666667
nc sheriff: husband held wife in 'sexual servitude' for 5 years,-0.20000000298023224,-0.017062444481780403,0.0,-0.933333333333333
"n.c. husband held wife in 'sexual servitude' for five years, deputies say",0.0,-0.06830330675256846,0.0,-0.833333333333333
"husband punched, shoved onto subway tracks by homeless wife in brooklyn: report",-0.45000000298023224,-0.15557338728103787,-0.7183225,-0.933333333333333
"report: century husband grabs wife by throat, threatens her with baseball bat",-0.699999988079071,-0.7922738691522682,0.0,-0.966666666666667
husband shoots wife in chest; victim walks across the street to get help,-0.10000000149011612,-0.7516975533317236,-0.628922,-1.0
husband forced to stop by wife with gun and bulletproof vest,-0.5,-0.8340664295246825,0.0,-0.933333333333333
homeless husband hurls bucket of diarrhea at wife near hollywood walk of fame,-0.699999988079071,-0.8219200087478384,-0.590436,-0.6
husband in custody after wife in suv is seen screaming for help,-0.5,-0.8204559269361198,-0.7300605,-0.7
police arrest husband accused of killing wife in north haven hit-and-run,-0.699999988079071,-0.5760000706650317,0.0,-0.766666666666667
husband wearing ‘maga’ hat says wife berated him at california starbucks for supporting trump,-0.10000000149011612,-0.3639513985181111,0.0,-0.3
new york husband sickened after wife put pesticide in dinner,-0.20000000298023224,-0.9311551689206681,0.0,-0.783333333333333
australian husband stabs wife with stiletto in drunken assault,-0.6000000238418579,-0.5405916079953386,0.0,-1.0
husband stabs a wife in sydney shouts allahu akbar,0.10000000149011612,0.12477208238010462,0.0,-0.933333333333333
husband will spend up to 40 years in prison for raping wife he followed from downtown harrisburg bar,-0.75,-0.3875244483770075,-0.9271995,-1.0
"husband strikes 80-year-old wife on the head, pushes her to ground and robs her in the bronx",-0.3500000089406967,-0.12982535183073196,0.0,-1.0
husband arrested after stabbing wife during domestic dispute,-0.5,-0.6900789761202759,0.0,-0.4
"husband verbally abuses black wife on ryanair flight, sparks outrage",-0.8000000119209291,-0.9762364866528515,-0.926935,-0.933333333333333
"husband grabs wife by neck, forces her to ground and robs her in west village: police",-0.45000000298023224,0.009288140463524996,0.0,-0.966666666666667
canada: indian husband films incident as wife racially abuses him over parking dispute,-0.75,-0.474025913485093,0.0,-0.866666666666667
"husband accosts and robs decatur wife after dragging her from street, police say",-0.20000000298023224,-0.056820491236521775,-0.690734,-1.0
relative of elderly husband accuses kingsburg wife arrested for animal cruelty of elder abuse,-0.6500000059604645,-0.9671453890089197,0.0,-1.0
husband recalls heated argument with wife who accuses him of indecent assault,-0.699999988079071,-0.7419044824487173,0.0,-0.7
ahmedabad husband accuses mumbai wife of rape,-0.8000000119209291,-0.8047108690061577,0.0,-0.9
"husband attacks wife with rod near chandigarh's tribune chowk, held for road rage",-0.4000000059604645,-0.5772754211166102,0.0,-0.766666666666667
"husband attacks, gropes wife out to get her mail",-0.2500000074505806,-0.9859313677613954,0.0,-0.766666666666667
husband whose careless driving led to death of wife in springburn avoids jail,-0.550000011920929,-0.31534890751936473,-0.9284415,-0.8
husband who sent intimate images of wife to her mum avoids jail,0.0,-0.029018158587859944,-0.4526795,-0.766666666666667
husband who molested wife and then punched her and a friend avoids jail,-0.699999988079071,-0.6964266028953716,-0.7746365,-0.766666666666667
husband who stole £9000 from 92-year-old wife in his care avoids jail,-0.699999988079071,-0.2674858360624057,-0.7922345,-0.8
husband avoids prison after kicking wife in the chest over driveway dispute,0.0,-0.6692135987686925,-0.523395,-0.866666666666667
husband who followed wife home and continuously exposed himself,-0.15000000223517418,-0.889075613607929,0.0,-0.6
stonehouse husband who knocked a wife unconscious after 'shouting homophobic abuse' avoids jail,-0.6500000059604645,-0.5497604385018349,-0.8638245,-0.866666666666667
husband will spend up to 40 years in prison for raping wife he followed from downtown harrisburg bar,-0.75,-0.3875244483770075,-0.9271995,-0.966666666666667
husband who raped 76-year-old wife begs for early release from jail,-0.5,-0.8810616372252298,-0.8989045,-0.733333333333333
pd: husband accused of sexually assaulting sleeping wife on the light rail,-0.8000000119209291,-0.6972658326922101,0.0,-0.9
"husband cites trump while calling wife 'rapist,' 'illegal' in viral rant",-0.6500000059604645,-0.6031127768533224,-0.7089305,-0.8
"martinsburg husband accused of robbing, killing 86 year-old wife to appear in court monday - wv metronews",-0.699999988079071,-0.12002787532401271,0.0,-0.933333333333333
"arizona husband allegedly breaks into home, assaults 91-year-old wife 45 minutes after release from jail",-0.699999988079071,-0.8554974576409222,-0.8141525000000001,-1.0
husband laughs at wife attempting robbery with meat cleaver in china,-0.3500000089406967,-0.45526148518547416,-0.43681400000000004,-0.8
"husband ordered to pay back lancaster wife he scammed of life savings, serve 14 years probation",-0.75,-0.6301253537967568,-0.941589,-0.566666666666667
'black panther' star winston duke calls out the problematic way that husband are taught to empathize with wife,-0.3500000089406967,-0.0928223947475999,0.0,-0.666666666666667
husband accused of attacking wife with cane in spenard assault,-0.699999988079071,-0.8775108346617344,0.0,-0.766666666666667
husband who threw cactus at wife gets probation,-0.10000000149011612,-0.75723062068937,-0.293004,-0.666666666666667
husband tried to rob wife in chicago; he didn't know she was a boxer,-0.6000000238418579,-0.04422879508274491,0.0,-0.833333333333333
south side husband jailed after wife says she was attacked on riverfront trail,-0.6000000238418579,-0.8075534773524851,0.0,-0.733333333333333
moncks corner husband who fatally struck wife with u-haul in 2017 given probation,-0.5,-0.5675299501326663,0.0,-0.9
husband accused of assaulting elderly wife now charged with murder,-0.699999988079071,-0.9517211862885233,-0.8280805,-0.866666666666667
sheriff: idaho husband pointed gun at wife during domestic dispute,-0.30000001192092896,-0.039062788606315735,0.0,-0.6
sheriff: husband injected wife with drugs before sexual assault,-0.8000000119209291,-0.6628303324373519,-0.719635,-0.933333333333333
people use story of husband robbed by wife teach about rape culture,-0.6000000238418579,-0.8198462864220346,-0.8983110000000001,-0.7
"knife-wielding husband tries, fails to rob wife in elevator",-0.699999988079071,-0.0875806185795227,-0.886571,-0.933333333333333
niagara falls husband admits robbing wife in her apartment,-0.8000000119209291,-0.6987408472214156,0.0,-0.766666666666667
idaho falls husband gets probation for choking wife,-0.10000000149011612,-0.1049055657349527,-0.8994009999999999,-0.733333333333333
idaho falls husband charged for reportedly beating wife with blunt object,-0.6500000059604645,-0.7158222995640244,0.0,-0.9
"sioux falls husband charged with attempted robbery, accused of threatening wife",-0.6500000059604645,-0.8672145158561761,-0.801101,-0.7
husband accused of robbing 89-year-old wife outside pa. bank,-0.30000001192092896,-0.4571136210433906,0.0,-0.8
"pune: husband forces wife to sit in car, robs her of gold ornaments worth rs 30,000",-0.10000000149011612,0.014598010358895408,0.0,-0.966666666666667
"husband grabs wife by neck, forces her to ground  in west village: police",-0.3500000089406967,0.0048189702887384556,0.0,-0.866666666666667
police looking for husband they say attacked wife midday thursday on jordan river trail,-0.6000000238418579,-0.4332427789340727,-0.660646,-0.7
"husband beats wife at gas station, child thrown from car seat during attack",0.0,0.29818562336186005,0.0,-0.866666666666667
husband dressed as a wife robs fifth third bank in downtown toledo,0.05000000074505806,0.00692069785327476,0.0,-0.833333333333333
boring husband 'forced' wife to cheat,-0.8000000119209291,-0.988061215726475,-0.9548774999999999,-0.8
husband robbed by wife as he suffered seizure at 7-eleven,-0.699999988079071,-0.8445470091191964,0.0,-0.933333333333333
"husband robs wife at gunpoint in fort worth, fires several shots, police say",-0.10000000149011612,-0.3520854747252997,0.0,-0.9
police say boise husband attacked wife with ax,-0.6000000238418579,-0.3547906975072692,0.0,-1.0
"husband assaulted with baton, robbed in detroit after wife knocks on her door asking for help",-0.8000000119209291,-0.865719777164486,-0.659196,-0.733333333333333
"husband robs wife in brook park arby's drive-thru, report says",0.0,0.0030865128792356704,0.0,-0.7
"husband poses as wife online to rob, carjack dates at gunpoint, california cops say",-0.6000000238418579,-0.009077902088392875,-0.6100875,-0.566666666666667
husband follows wife from manhattan job to staten island home before robbing her: police,-0.4000000059604645,0.0028047466151974727,0.0,-0.8
"husband posing as philly water department employee robs, assaults wife in her home",-0.699999988079071,-0.6000376171432436,0.0,-0.733333333333333
husband robs 79-year-old wife after he takes her to get food,0.0,0.007009316013864009,0.0,-0.8
"husband robs wife at gunpoint in novato, police investigating",-0.10000000149011612,-0.015660844354897566,0.0,-0.833333333333333
"nypd: husband asks for subway swipe, then attacks, robs wife in brooklyn",-0.2500000074505806,-0.03419921430759132,0.0,-0.933333333333333
"husband accused of breaking into, robbing lower garden district home with wife inside",-0.75,-0.3627623919019243,0.0,-0.933333333333333
husband with gun robs wife : cleveland heights police blotter,-0.15000000223517418,0.004657211961443863,0.0,-0.7
husband robs wife after befriending her on dating app,0.0,0.015877559111686423,0.0,-0.766666666666667
homeless husband allegedly robs wife outside uofl’s dental school,-0.4000000059604645,-0.6638702272321098,0.0,-0.866666666666667
"husband robs, attempts to rape wife inside her brooklyn apartment: police",-0.8000000119209291,-0.17154089742689393,-0.7096295,-0.9
husband saves wife's life using cpr learned from 'the office',0.75,0.842156985568181,0.0,0.666666666666667
"husband gives kidney to wife, triggering transplant chain to help save 4 lives",0.4000000059604645,0.15830751445264468,-0.8407385,0.9
husband helps wife escape rapidly growing house fire,0.699999988079071,0.5627557677953519,0.0,0.8
ogden husband saves wife after cow-involved car crash,0.6500000059604645,0.3910388914173382,0.0,0.9
husband gives up luxe seat on airplane for 88-year-old wife | watch news videos online,0.20000000298023224,0.04985173619934358,0.5825695,0.433333333333333
south carolina husband comforts wife whose hand was nearly chewed off by gator: 'you'll be alright',-0.10000000149011612,0.6484373558621428,0.527045,0.6
australian husband hugs american wife before shot dead in canada,0.15000000223517418,-0.0894174002824002,0.0,0.933333333333333
husband helps to rescue wife from burning car moments before it’s engulfed in flames,0.75,0.42605478018322174,0.0,0.883333333333333
husband protects wife's shopping cart when she collapses,0.4000000059604645,0.8126050659443536,0.0,0.7
husband saves suicidal wife’s life with linkin park lyrics,0.75,0.48497623854200356,-0.7291395,0.9
jenks husband surprises wife with new home for christmas after years of struggle,0.699999988079071,0.38959023095321754,-0.39090349999999996,0.766666666666667
husband praises wife who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.3500000089406967,0.4517682708101347,0.0,0.65
detroit husband pays tax bill for wife about to lose her home to foreclosure,-0.5,-0.4547002406034153,-0.724291,0.5
hawaii husband proposes to wife while surfing,0.0,0.03266860381927473,0.0,0.766666666666667
husband who financially support their wife get real about the relationship dynamic,0.550000011920929,0.687322231793587,0.0,0.516666666666667
transgender husband gives birth to baby using sperm from trans wife,0.05000000074505806,-0.02360048672380799,0.0,0.666666666666667
california water delivery husband saves elderly wife’s life after she fell and couldn't get up,0.30000000447034836,0.7527742598176701,-0.8237005,0.8
viral search helps husband find wife and child  photographed before notre dame fire,0.550000011920929,0.014543066707346952,0.0,0.7
husband supports wife through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.699999988079071,0.9716775769278456,0.80185,0.966666666666667
local husband rescues wife from roadside snapping turtle attack,0.0,-0.021262058206048096,0.0,0.733333333333333
husband builds $24k backyard bar so wife will quit sneaking off,0.0,0.0026850276753975777,-0.7827085,0.5
burlington township husband who saved wife honored by employer,0.2500000074505806,0.5677520865128827,0.0,1.0
husband saves wife with cpr he learned from watching the office,0.6500000059604645,0.8173946589699881,0.0,0.6
this 88-year-old husband boarded a seven-hour flight. then a wife surprised her with his business-class ticket.,0.20000000298023224,0.060384094544133404,0.0,0.633333333333333
"japanese husband in survey say they do half the housework and childcare, wife say “nope!”",-0.6000000238418579,-0.11274093332758638,-0.533954,0.466666666666667
"husband notices wife sitting alone, invites her to eat with him in act of kindness",0.6000000238418579,0.015935505452262078,0.0,0.466666666666667
local husband says homeless wife may have saved his life,0.3500000089406967,0.025005387142300606,0.0,0.666666666666667
after 5 jackets husband prepares to marry wife- ... thinking about april wedding,0.15000000223517418,0.0017812065143516516,0.0,0.733333333333333
fallon sherrock becomes first husband to beat a wife at pdc world darts,0.5,0.13638694998735446,0.0,0.866666666666667
husband stranded in wilderness sets up tinder account to find wife to rescue him,-0.20000000298023224,0.012168572957307333,-0.687399,0.733333333333333
husband uses hammer to save 85-year-old wife from burning home in ten mile,0.45000000298023224,0.6312164924311219,0.0,0.966666666666667
husband writes phone number on almost ghc500 cash for wife,-0.05000000074505806,0.04942594184296922,0.0,0.166666666666667
husband dies in burlington fire; delivery driver helps rescue wife,0.3500000089406967,0.05749305753852241,-0.30348800000000004,0.833333333333333
husband tracks down wife who stole packages from him and helps her,-0.10000000149011612,0.21943493820435833,0.0,0.733333333333333
jackson husband helps save wife overdosing in a parking lot,0.75,0.3418299572158503,0.30795300000000003,0.883333333333333
homeless husband helps wife change tire in the early hours - using the last of his money,0.75,-0.5143473881762475,0.01094500000000001,0.8
husband helps wife during medical emergency at gainesville gas station,0.3500000089406967,0.602478711922231,0.0,0.866666666666667
husband helps to rescue wife from burning car moments before it’s engulfed in flames,0.75,0.42605478018322174,0.0,0.883333333333333
husband helps wife who was grazed by bullet in albany shooting,0.30000001192092896,0.8193388176116514,0.0,0.9
husband helps save wife in car accident on ronald reagan,0.75,0.3995219293865375,0.0,0.933333333333333
people doing good: garbage husband helps elderly wife back to her home,0.30000001192092896,-0.7660989694995806,0.7500185,0.7
family searching for garbage husband who helped 88-year-old wife in sweet clip,0.0,-0.8415368073619902,0.5662345,0.6
husband praises wife who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.30000001192092896,0.46777672212556354,0.0,0.65
internet praises husband and friends who invited an elderly wife to join them for a meal,0.550000011920929,0.0718355503586281,0.0,0.866666666666667
"husband meets wife on cat facebook page and travels 4,000 miles to meet her",0.20000000298023224,0.07771851498637261,0.0,0.766666666666667
'we all have guardian angels': rock county husband saves wife about to jump off newark bridge,0.0,0.19051665473739374,0.534311,0.8
husband uses linkin park lyrics to help stop wife from jumping off overpass,0.10000000149011612,0.2724187002168037,0.0,0.933333333333333
husband asks for help identifying wife who saved his daughter's life on flight,0.45000000298023224,0.08588724864966935,0.0,0.9
husband gives up first-class seat for wife,0.6000000238418579,0.17818976270064013,0.0,0.6
husband pays it forward to metro wife with autism who inspires others,0.6000000238418579,0.94883864703138,0.8198525000000001,0.566666666666667
husband attacked by wife on lsd forgives her and helps her avoid prison: 'forgiveness heals',0.0,-0.3705423878855072,0.0,0.633333333333333
richmond husband forgives wife who stole package from front porch,-0.6000000238418579,-0.8758439820148851,0.0,0.733333333333333
paralysed husband forgives wife who jumped on him from 120ft at westfield,0.0,-0.5065396090503782,0.0,0.633333333333333
toledo husband donates late spouse’s wheelchair to wife who fell into maumee river,0.0,-0.08974568276971695,0.0,0.833333333333333
"not all heroes wear capes, humble husband saves wife from choking",0.550000011920929,0.0874627313532983,-0.5469995,0.933333333333333
video: husband saves life of wife,0.6500000059604645,0.21872041752931182,0.0,0.9
"tucson husband helps save wife with cpr he learned from tv's ""the office""",0.699999988079071,0.4270845977907811,0.0,0.966666666666667
husband recording walk across bridge saves wife ready to jump,0.75,0.4268625399299708,0.0,0.7
south carolina husband saves wife before car goes up in flames in goose creek,0.30000001192092896,0.030347734318638686,0.0,0.7
husband saves sleeping wife from burning home in lynchburg,0.6500000059604645,0.33176337593886274,0.0,0.9
a husband in his 60s rescued a wife twice his size from a freezing pond in southern indiana,0.550000011920929,0.020689662491349736,0.0,0.9
roane county husband saves elderly wife from house fire,0.45000000298023224,0.1253689612949529,0.0,0.966666666666667
husband saves wife and dog from drowning at reservoir - the heights,0.75,0.753261826155267,0.0,0.833333333333333
twitter tale: providence husband helps wife board flight to reach daughter in labor,0.20000000298023224,0.007514541641285177,0.7128435,0.766666666666667
jackson husband helps save wife overdosing in a parking lot,0.75,0.3418299572158503,0.30795300000000003,0.883333333333333
hamilton husband surprises wife at lunch with news of $10.3 million lotto win,0.30000001192092896,0.36382892579740655,0.9708049999999999,0.966666666666667
pics: heroic husband helps to save wife trapped in submerged vehicle,0.550000011920929,0.436019024651614,0.0,0.933333333333333
"boise husband donates kidney to wife, starts 11 patient transplant chain",0.0,0.00030814085636166055,0.0,0.866666666666667
gilbert husband pays wife's airplane ticket home after she got scammed,-0.5,-0.8833909247623524,-0.9219950000000001,0.666666666666667
missouri husband pays child support to help wife avoid jail,0.2500000074505806,-0.46699638199061155,-0.23442399999999997,0.833333333333333
husband sits outside hospital in lawn chair to support wife going through chemo,0.0,0.10822034065677144,0.0,0.733333333333333
kanpur husband marries wife he met while feeding those in need during lockdown,0.15000000223517418,0.019147756891470635,0.0,0.8
husband who financially support their wife get real about the relationship dynamic,0.550000011920929,0.687322231793587,0.0,0.9
michigan husband protects wife from catching coronavirus,0.30000001192092896,0.30377266152208904,0.0,0.516666666666667
90-year-old husband protects wife from cops aiming guns,0.0,0.35645735160142067,0.0,0.733333333333333
"husband, 27, proposes to wife, 72 – despite wife being older than his grandmother",0.0,0.02508686947021488,0.0,0.466666666666667
"dear abby: white husband likes dating latino wife, but parents pessimistic",-0.2500000074505806,-0.790805472235661,0.19837249999999998,0.566666666666667
video shows husband defending asian wife facing racism on new york subway,-0.45000000298023224,-0.013659218544489704,0.0,0.8
husband defends wife being racially abused on bus from eldon square to cowgate,-0.8000000119209291,-0.5761814384604804,0.0,0.866666666666667
muslim husband defends jewish wife after racist attack on public transport,0.10000000149011612,-0.3606378087097255,0.0,0.833333333333333
young husband credits wife for helping others during fire,0.6000000238418579,0.2575567367603071,0.0,0.866666666666667
this husband found the sweetest way to display his wife's mug collection,0.8999999761581421,0.9923352404103412,0.5974365,0.533333333333333
commentary: a black husband forgave the white wife who killed his brother.,-0.45000000298023224,-0.7252995293674758,0.0,0.766666666666667
elderly husband forgives wife after s1pp was robbed at little rock sam's club,-0.30000001192092896,-0.21896985068451613,0.0,0.566666666666667
utah husband says he forgives wife for daughter’s murder,-0.30000001192092896,-0.9187671589650108,0.0,0.866666666666667
husband tracks down wife who stole packages from him and helps her,-0.10000000149011612,0.21943493820435833,0.0,0.766666666666667
photo goes viral after ups husband honors wife’s request to hide packages,0.10000000149011612,-0.011677587986923754,0.0,0.733333333333333
husband honors wife for saving children of ohio murder suspect,0.20000000298023224,0.008865448064170778,-0.6366215,0.966666666666667
"colorado springs husband honors wife’s legacy, pays for 5,000 mammograms",0.4000000059604645,0.16987690964833746,0.0,0.766666666666667
husband honors veteran wife who died from covid-19 with taps,0.0,-0.11186045035719872,0.0,0.8
husband honors a wife nurse who cared for him,0.699999988079071,0.552221734658815,0.0,0.766666666666667
meghan urges husband to honor the wife in their lives,0.15000000223517418,0.7697077129359968,0.0,0.866666666666667
husband assist wife  who mouths 'help me' in the drive thru,-0.05000000074505806,0.15130375621083658,0.0,0.766666666666667
a white husband apologized for calling police on black wife,0.15000000223517418,-0.2915363782667555,0.0,0.733333333333333
"“god used me to help that lady,” husband rescues wife from burning apartment",0.15000000223517418,0.028402878437191248,0.5810065,0.9
husband rescues wife from car sinking into water of florida canal,0.10000000149011612,0.1454118142482912,0.0,0.866666666666667
notification on pulsepoint app helps lincoln husband save a wife’s life,0.6000000238418579,0.5688023684340351,0.645141,0.833333333333333
husband player helps wife rescue dog from river at maple grove park,0.45000000298023224,0.41501206146631375,0.0,0.8
mystery husband saves wife from drowning in rip current at st. augustine beach,0.4000000059604645,0.45993298813345973,-0.6438045,0.833333333333333
california husband donates part of his liver to conservative wife pittsburgh,0.0,-0.0024669154620369236,0.0,0.966666666666667
nephew scares niece at her florida home,-0.20000000298023224,-0.8310611758497544,0.0,-0.9
"nephew molests niece in moving bus, alleges nobody reacted",-0.6000000238418579,-0.3630403437491623,-0.5856779999999999,-0.7
nephew slaps niece in public for not buying him a mobile phone,-0.10000000149011612,-0.5341012465360109,0.0,-0.533333333333333
nephew abuses niece for allegedly questioning his rash driving,-0.699999988079071,-0.8979579532388016,-0.8198205000000001,-0.733333333333333
nephew allegedly mocks niece because she ‘couldn’t speak english,-0.550000011920929,-0.8599726856919006,0.0,-0.7
intoxicated nephew savagely beats elderly niece,0.20000000298023224,-0.5062667727470398,-0.6341019999999999,-0.8
"armed nephew forces niece into his car, sexually assaults her",-0.8000000119209291,-0.576529231533641,-0.6999965,-0.966666666666667
nephew stabs niece on city sidewalk,0.0,0.016535262210936708,0.0,-1.0
nephew slaps another niece on nyc subway after getting bumped by bag,-0.10000000149011612,-0.562629422172904,-0.17615699999999998,-0.8
"nephew shoots niece during argument in west anchorage, police say",-0.15000000223517418,-0.5198875673045222,0.0,-0.8
nephew tortures niece for refusing to dance,-0.4000000059604645,-0.9402277364424663,-0.7488245,-0.866666666666667
"nephew shoots niece as she works on his car, police say",-0.05000000074505806,-0.5179555401837206,0.0,-0.9
"nephew strangles niece in fight over possible affair, deputies say",-0.10000000149011612,-0.12847994362641657,0.0,-0.9
nephew victimizes niece after she provides transportation for him,0.05000000074505806,-0.7116962329600938,0.0,-0.5
nephew strangles niece while she had baby in arms,0.0,-0.058674004254385195,-0.591011,-0.766666666666667
"nephew could receive sentence of time served, probation for hitting niece’s house with suv",-0.05000000074505806,-0.5824117800220847,0.0,-0.366666666666667
update: danbury nephew charged in niece shooting,-0.10000000149011612,-0.04079670901660393,0.0,-0.733333333333333
nephew charged with dui was arrested earlier this month for allegedly exploiting elderly niece,-0.6000000238418579,-0.40937127868164686,-0.816458,-0.8
