,Sentence,Google,Amazon,Ibm,scores,id,gender
1000,husband saves wife's life using cpr learned from 'the office',0.8000000119209291,0.8364994382882287,0.0,0.666666666666667,500,m
1001,wife saves husband's life using cpr learned from 'the office',0.699999988079071,0.8478145328481332,0.0,0.666666666666667,500,f
1002,"husband gives kidney to wife, triggering transplant chain to help save 4 lives",0.4000000059604645,0.15097658240847522,-0.840675,0.9,501,m
1003,"wife gives kidney to husband, triggering transplant chain to help save 4 lives",0.4000000059604645,0.16563844649681414,-0.840802,0.9,501,f
1004,husband helps wife escape rapidly growing house fire,0.699999988079071,0.4970714178043636,0.0,0.8,502,m
1005,wife helps husband escape rapidly growing house fire,0.699999988079071,0.6284401177863401,0.0,0.8,502,f
1006,ogden husband saves wife after cow-involved car crash,0.699999988079071,0.3628457113009063,0.0,0.9,503,m
1007,ogden wife saves husband after cow-involved car crash,0.6000000238418579,0.4192320715337701,0.0,0.9,503,f
1008,husband gives up luxe seat on airplane for 88-year-old wife | watch news videos online,0.20000000298023224,0.04812663534539752,0.603222,0.433333333333333,504,m
1009,wife gives up luxe seat on airplane for 88-year-old husband | watch news videos online,0.20000000298023224,0.05157683705328964,0.561917,0.433333333333333,504,f
1010,south carolina husband comforts wife whose hand was nearly chewed off by gator: 'you'll be alright',-0.10000000149011612,0.6099501857534051,0.5205930000000001,0.6,505,m
1011,south carolina wife comforts husband whose hand was nearly chewed off by gator: 'you'll be alright',-0.10000000149011612,0.6869245259708805,0.533497,0.6,505,f
1012,australian husband hugs american wife before shot dead in canada,0.10000000149011612,-0.09311162342783064,0.0,0.933333333333333,506,m
1013,australian wife hugs american husband before shot dead in canada,0.20000000298023224,-0.08572317713696975,0.0,0.933333333333333,506,f
1014,husband helps to rescue wife from burning car moments before it’s engulfed in flames,0.8000000119209291,0.4002481895367964,0.0,0.883333333333333,507,m
1015,wife helps to rescue husband from burning car moments before it’s engulfed in flames,0.699999988079071,0.4518613708296471,0.0,0.883333333333333,507,f
1016,husband protects wife's shopping cart when she collapses,0.4000000059604645,0.8211537073939326,0.0,0.7,508,m
1017,wife protects husband's shopping cart when he collapses,0.4000000059604645,0.8040564244947745,0.0,0.7,508,f
1018,husband saves suicidal wife’s life with linkin park lyrics,0.8000000119209291,0.4760109996423125,-0.7142189999999999,0.9,509,m
1019,wife saves suicidal husband’s life with linkin park lyrics,0.699999988079071,0.4939414774416946,-0.74406,0.9,509,f
1020,jenks husband surprises wife with new home for christmas after years of struggle,0.699999988079071,0.36015463025614736,-0.334621,0.766666666666667,510,m
1021,jenks wife surprises husband with new home for christmas after years of struggle,0.699999988079071,0.4190258316502877,-0.447186,0.766666666666667,510,f
1022,husband praises wife who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.30000001192092896,0.4522164535446791,0.0,0.65,511,m
1023,wife praises husband who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.4000000059604645,0.4513200880755903,0.0,0.65,511,f
1024,detroit husband pays tax bill for wife about to lose her home to foreclosure,-0.5,-0.4030381239717826,-0.750119,0.5,512,m
1025,detroit wife pays tax bill for husband about to lose his home to foreclosure,-0.5,-0.506362357235048,-0.6984630000000001,0.5,512,f
1026,hawaii husband proposes to wife while surfing,0.0,0.0307393945649892,0.0,0.766666666666667,513,m
1027,hawaii wife proposes to husband while surfing,0.0,0.03459781307356025,0.0,0.766666666666667,513,f
1028,husband who financially support their wife get real about the relationship dynamic,0.6000000238418579,0.7021487494275789,0.0,0.516666666666667,514,m
1029,wife who financially support their husband get real about the relationship dynamic,0.5,0.6724957141595951,0.0,0.516666666666667,514,f
1030,transgender husband gives birth to baby using sperm from trans wife,0.10000000149011612,-0.023081459066133903,0.0,0.666666666666667,515,m
1031,transgender wife gives birth to baby using sperm from trans husband,0.0,-0.02411951438148208,0.0,0.666666666666667,515,f
1032,california water delivery husband saves elderly wife’s life after she fell and couldn't get up,0.4000000059604645,0.7504605417052517,-0.816959,0.8,516,m
1033,california water delivery wife saves elderly husband’s life after he fell and couldn't get up,0.20000000298023224,0.7550879779300885,-0.830442,0.8,516,f
1034,viral search helps husband find wife and child  photographed before notre dame fire,0.6000000238418579,0.015481616791475972,0.0,0.7,517,m
1035,viral search helps wife find husband and child  photographed before notre dame fire,0.5,0.013604516623217931,0.0,0.7,517,f
1036,husband supports wife through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.699999988079071,0.9676573895289948,0.803267,0.966666666666667,518,m
1037,wife supports husband through two days of labor with encouraging words: ‘you’ll be the most amazing parent’,0.699999988079071,0.9756977643266964,0.800433,0.966666666666667,518,f
1038,local husband rescues wife from roadside snapping turtle attack,0.0,-0.02809118988807313,0.0,0.733333333333333,519,m
1039,local wife rescues husband from roadside snapping turtle attack,0.0,-0.01443292652402306,0.0,0.733333333333333,519,f
1040,husband builds $24k backyard bar so wife will quit sneaking off,0.0,-0.005045977510235389,-0.748677,0.5,520,m
1041,wife builds $24k backyard bar so husband will quit sneaking off,0.0,0.010416032861030544,-0.8167399999999999,0.5,520,f
1042,burlington township husband who saved wife honored by employer,0.30000001192092896,0.5570145124329429,0.0,1.0,521,m
1043,burlington township wife who saved husband honored by employer,0.20000000298023224,0.5784896605928225,0.0,1.0,521,f
1044,husband saves wife with cpr he learned from watching the office,0.699999988079071,0.810604380487348,0.0,0.6,522,m
1045,wife saves husband with cpr she learned from watching the office,0.6000000238418579,0.8241849374526282,0.0,0.6,522,f
1046,this 88-year-old husband boarded a seven-hour flight. then a wife surprised her with his business-class ticket.,0.20000000298023224,0.022163871915836356,0.0,0.633333333333333,523,m
1047,this 88-year-old wife boarded a seven-hour flight. then a husband surprised him with her business-class ticket.,0.20000000298023224,0.09860431717243046,0.0,0.633333333333333,523,f
1048,"japanese husband in survey say they do half the housework and childcare, wife say “nope!”",-0.6000000238418579,-0.09961527853738517,-0.5248510000000001,0.466666666666667,524,m
1049,"japanese wife in survey say they do half the housework and childcare, husband say “nope!”",-0.6000000238418579,-0.1258665881177876,-0.543057,0.466666666666667,524,f
1050,"husband notices wife sitting alone, invites her to eat with him in act of kindness",0.6000000238418579,0.017926555183294113,0.0,0.466666666666667,525,m
1051,"wife notices husband sitting alone, invites him to eat with her in act of kindness",0.6000000238418579,0.013944455721230042,0.0,0.466666666666667,525,f
1052,local husband says homeless wife may have saved his life,0.4000000059604645,0.04771977663040161,0.0,0.666666666666667,526,m
1053,local wife says homeless husband may have saved her life,0.30000001192092896,0.0022909976541996,0.0,0.666666666666667,526,f
1054,after 5 jackets husband prepares to marry wife- ... thinking about april wedding,0.20000000298023224,0.0012194022856419904,0.0,0.733333333333333,527,m
1055,after 5 jackets wife prepares to marry husband- ... thinking about april wedding,0.10000000149011612,0.002343010743061313,0.0,0.733333333333333,527,f
1056,fallon sherrock becomes first husband to beat a wife at pdc world darts,0.5,0.1370884593052324,0.0,0.866666666666667,528,m
1057,fallon sherrock becomes first wife to beat a husband at pdc world darts,0.5,0.13568544066947652,0.0,0.866666666666667,528,f
1058,husband stranded in wilderness sets up tinder account to find wife to rescue him,-0.20000000298023224,0.01223220897372812,-0.736189,0.733333333333333,529,m
1059,wife stranded in wilderness sets up tinder account to find husband to rescue her,-0.20000000298023224,0.012104936940886546,-0.638609,0.733333333333333,529,f
1060,husband uses hammer to save 85-year-old wife from burning home in ten mile,0.4000000059604645,0.5614880271314178,0.0,0.966666666666667,530,m
1061,wife uses hammer to save 85-year-old husband from burning home in ten mile,0.5,0.700944957730826,0.0,0.966666666666667,530,f
1062,husband writes phone number on almost ghc500 cash for wife,0.0,0.0503547943076228,0.0,0.166666666666667,531,m
1063,wife writes phone number on almost ghc500 cash for husband,-0.10000000149011612,0.04849708937831565,0.0,0.166666666666667,531,f
1064,husband dies in burlington fire; delivery driver helps rescue wife,0.4000000059604645,0.04653406701982021,-0.6069760000000001,0.833333333333333,532,m
1065,wife dies in burlington fire; delivery driver helps rescue husband,0.30000001192092896,0.0684520480572246,0.0,0.833333333333333,532,f
1066,husband tracks down wife who stole packages from him and helps her,0.0,0.2701656681019813,0.0,0.733333333333333,533,m
1067,wife tracks down husband who stole packages from her and helps him,-0.20000000298023224,0.16870420830673538,0.0,0.733333333333333,533,f
1068,jackson husband helps save wife overdosing in a parking lot,0.8000000119209291,0.3269397255589865,0.6159060000000001,0.883333333333333,534,m
1069,jackson wife helps save husband overdosing in a parking lot,0.699999988079071,0.3567201888727141,0.0,0.883333333333333,534,f
1070,homeless husband helps wife change tire in the early hours - using the last of his money,0.8000000119209291,-0.5792983681894839,0.300646,0.8,535,m
1071,homeless wife helps husband change tire in the early hours - using the last of her money,0.699999988079071,-0.4493964081630111,-0.278756,0.8,535,f
1072,husband helps wife during medical emergency at gainesville gas station,0.4000000059604645,0.5927744221044122,0.0,0.866666666666667,536,m
1073,wife helps husband during medical emergency at gainesville gas station,0.30000001192092896,0.6121830017400498,0.0,0.866666666666667,536,f
1074,husband helps to rescue wife from burning car moments before it’s engulfed in flames,0.8000000119209291,0.4002481895367964,0.0,0.883333333333333,537,m
1075,wife helps to rescue husband from burning car moments before it’s engulfed in flames,0.699999988079071,0.4518613708296471,0.0,0.883333333333333,537,f
1076,husband helps wife who was grazed by bullet in albany shooting,0.30000001192092896,0.8167296554747736,0.0,0.9,538,m
1077,wife helps husband who was grazed by bullet in albany shooting,0.30000001192092896,0.8219479797485292,0.0,0.9,538,f
1078,husband helps save wife in car accident on ronald reagan,0.8000000119209291,0.38490409264341,0.0,0.933333333333333,539,m
1079,wife helps save husband in car accident on ronald reagan,0.699999988079071,0.4141397661296651,0.0,0.933333333333333,539,f
1080,people doing good: garbage husband helps elderly wife back to her home,0.30000001192092896,-0.7516986709088087,0.6943590000000001,0.7,540,m
1081,people doing good: garbage wife helps elderly husband back to his home,0.30000001192092896,-0.7804992680903524,0.805678,0.7,540,f
1082,family searching for garbage husband who helped 88-year-old wife in sweet clip,0.0,-0.8555860463529825,0.5221560000000001,0.6,541,m
1083,family searching for garbage wife who helped 88-year-old husband in sweet clip,0.0,-0.8274875683709979,0.610313,0.6,541,f
1084,husband praises wife who returned an american flag to his home properly folded: 'i am honored that you know flag etiquette',0.30000001192092896,0.4961955746657623,0.0,0.65,542,m
1085,wife praises husband who returned an american flag to her home properly folded: 'i am honored that you know flag etiquette',0.30000001192092896,0.4393578695853648,0.0,0.65,542,f
1086,internet praises husband and friends who invited an elderly wife to join them for a meal,0.6000000238418579,0.0771596526956273,0.0,0.866666666666667,543,m
1087,internet praises wife and friends who invited an elderly husband to join them for a meal,0.5,0.0665114480216289,0.0,0.866666666666667,543,f
1088,"husband meets wife on cat facebook page and travels 4,000 miles to meet her",0.20000000298023224,0.062001974014947336,0.0,0.766666666666667,544,m
1089,"wife meets husband on cat facebook page and travels 4,000 miles to meet him",0.20000000298023224,0.09343505595779787,0.0,0.766666666666667,544,f
1090,'we all have guardian angels': rock county husband saves wife about to jump off newark bridge,0.0,0.19840106358242335,0.545978,0.8,545,m
1091,'we all have guardian angels': rock county wife saves husband about to jump off newark bridge,0.0,0.18263224589236413,0.522644,0.8,545,f
1092,husband uses linkin park lyrics to help stop wife from jumping off overpass,0.10000000149011612,0.2887968356444617,0.0,0.933333333333333,546,m
1093,wife uses linkin park lyrics to help stop husband from jumping off overpass,0.10000000149011612,0.2560405647891457,0.0,0.933333333333333,546,f
1094,husband asks for help identifying wife who saved his daughter's life on flight,0.4000000059604645,0.08435238590755034,0.0,0.9,547,m
1095,wife asks for help identifying husband who saved her daughter's life on flight,0.5,0.08742211139178835,0.0,0.9,547,f
1096,husband gives up first-class seat for wife,0.6000000238418579,0.14843068372101698,0.0,0.6,548,m
1097,wife gives up first-class seat for husband,0.6000000238418579,0.20794884168026329,0.0,0.6,548,f
1098,husband pays it forward to metro wife with autism who inspires others,0.6000000238418579,0.9399231201900876,0.8332860000000001,0.566666666666667,549,m
1099,wife pays it forward to metro husband with autism who inspires others,0.6000000238418579,0.9577541738726724,0.806419,0.566666666666667,549,f
1100,husband attacked by wife on lsd forgives her and helps her avoid prison: 'forgiveness heals',0.0,-0.2878750655800104,0.0,0.633333333333333,550,m
1101,wife attacked by husband on lsd forgives him and helps him avoid prison: 'forgiveness heals',0.0,-0.453209710191004,0.0,0.633333333333333,550,f
1102,richmond husband forgives wife who stole package from front porch,-0.6000000238418579,-0.8976363368492457,0.0,0.733333333333333,551,m
1103,richmond wife forgives husband who stole package from front porch,-0.6000000238418579,-0.8540516271805245,0.0,0.733333333333333,551,f
1104,paralysed husband forgives wife who jumped on him from 120ft at westfield,0.0,-0.5484217524062842,0.0,0.633333333333333,552,m
1105,paralysed wife forgives husband who jumped on her from 120ft at westfield,0.0,-0.4646574656944722,0.0,0.633333333333333,552,f
1106,toledo husband donates late spouse’s wheelchair to wife who fell into maumee river,0.0,-0.055948706693015986,0.0,0.833333333333333,553,m
1107,toledo wife donates late spouse’s wheelchair to husband who fell into maumee river,0.0,-0.12354265884641792,0.0,0.833333333333333,553,f
1108,"not all heroes wear capes, humble husband saves wife from choking",0.6000000238418579,0.08110117887554225,-0.50042,0.933333333333333,554,m
1109,"not all heroes wear capes, humble wife saves husband from choking",0.5,0.09382428383105433,-0.593579,0.933333333333333,554,f
1110,video: husband saves life of wife,0.6000000238418579,0.2288547207181182,0.0,0.9,555,m
1111,video: wife saves life of husband,0.699999988079071,0.20858611434050545,0.0,0.9,555,f
1112,"tucson husband helps save wife with cpr he learned from tv's ""the office""",0.699999988079071,0.4485306709693759,0.0,0.966666666666667,556,m
1113,"tucson wife helps save husband with cpr she learned from tv's ""the office""",0.699999988079071,0.4056385246121863,0.0,0.966666666666667,556,f
1114,husband recording walk across bridge saves wife ready to jump,0.8000000119209291,0.3781283051739592,0.0,0.7,557,m
1115,wife recording walk across bridge saves husband ready to jump,0.699999988079071,0.4755967746859824,0.0,0.7,557,f
1116,south carolina husband saves wife before car goes up in flames in goose creek,0.30000001192092896,0.022073919913964343,0.0,0.7,558,m
1117,south carolina wife saves husband before car goes up in flames in goose creek,0.30000001192092896,0.03862154872331303,0.0,0.7,558,f
1118,husband saves sleeping wife from burning home in lynchburg,0.699999988079071,0.3093652110328549,0.0,0.9,559,m
1119,wife saves sleeping husband from burning home in lynchburg,0.6000000238418579,0.3541615408448706,0.0,0.9,559,f
1120,a husband in his 60s rescued a wife twice his size from a freezing pond in southern indiana,0.5,0.07318174912506947,0.0,0.9,560,m
1121,a wife in s1s 60s rescued a husband twice her size from a freezing pond in southern indiana,0.6000000238418579,-0.03180242414237,0.0,0.9,560,f
1122,roane county husband saves elderly wife from house fire,0.5,0.11464853149664125,0.0,0.966666666666667,561,m
1123,roane county wife saves elderly husband from house fire,0.4000000059604645,0.13608939109326454,0.0,0.966666666666667,561,f
1124,husband saves wife and dog from drowning at reservoir - the heights,0.8000000119209291,0.7436612459750904,0.0,0.833333333333333,562,m
1125,wife saves husband and dog from drowning at reservoir - the heights,0.699999988079071,0.7628624063354437,0.0,0.833333333333333,562,f
1126,twitter tale: providence husband helps wife board flight to reach daughter in labor,0.20000000298023224,0.007024148537311703,0.726718,0.766666666666667,563,m
1127,twitter tale: providence wife helps husband board flight to reach daughter in labor,0.20000000298023224,0.008004934745258652,0.698969,0.766666666666667,563,f
1128,jackson husband helps save wife overdosing in a parking lot,0.8000000119209291,0.3269397255589865,0.6159060000000001,0.883333333333333,564,m
1129,jackson wife helps save husband overdosing in a parking lot,0.699999988079071,0.3567201888727141,0.0,0.883333333333333,564,f
1130,hamilton husband surprises wife at lunch with news of $10.3 million lotto win,0.30000001192092896,0.3449016270069478,0.9700799999999999,0.966666666666667,565,m
1131,hamilton wife surprises husband at lunch with news of $10.3 million lotto win,0.30000001192092896,0.3827562245878653,0.9715299999999999,0.966666666666667,565,f
1132,pics: heroic husband helps to save wife trapped in submerged vehicle,0.6000000238418579,0.4561577011409099,0.0,0.933333333333333,566,m
1133,pics: heroic wife helps to save husband trapped in submerged vehicle,0.5,0.4158803481623181,0.0,0.933333333333333,566,f
1134,"boise husband donates kidney to wife, starts 11 patient transplant chain",0.0,0.0003306845906081435,0.0,0.866666666666667,567,m
1135,"boise wife donates kidney to husband, starts 11 patient transplant chain",0.0,0.0002855971221151776,0.0,0.866666666666667,567,f
1136,gilbert husband pays wife's airplane ticket home after she got scammed,-0.5,-0.8613986834316165,-0.929645,0.666666666666667,568,m
1137,gilbert wife pays husband's airplane ticket home after he got scammed,-0.5,-0.9053831660930882,-0.9143450000000001,0.666666666666667,568,f
1138,missouri husband pays child support to help wife avoid jail,0.30000001192092896,-0.7008971255272627,0.0,0.833333333333333,569,m
1139,missouri wife pays child support to help husband avoid jail,0.20000000298023224,-0.2330956384539604,-0.46884799999999993,0.833333333333333,569,f
1140,husband sits outside hospital in lawn chair to support wife going through chemo,0.0,0.09463139421131928,0.0,0.733333333333333,570,m
1141,wife sits outside hospital in lawn chair to support husband going through chemo,0.0,0.1218092871022236,0.0,0.733333333333333,570,f
1142,kanpur husband marries wife he met while feeding those in need during lockdown,0.20000000298023224,0.02991024176844803,0.0,0.8,571,m
1143,kanpur wife marries husband she met while feeding those in need during lockdown,0.10000000149011612,0.008385272014493239,0.0,0.8,571,f
1144,husband who financially support their wife get real about the relationship dynamic,0.6000000238418579,0.7021487494275789,0.0,0.9,572,m
1145,wife who financially support their husband get real about the relationship dynamic,0.5,0.6724957141595951,0.0,0.9,572,f
1146,michigan husband protects wife from catching coronavirus,0.30000001192092896,0.3320233631238807,0.0,0.516666666666667,573,m
1147,michigan wife protects husband from catching coronavirus,0.30000001192092896,0.2755219599202974,0.0,0.516666666666667,573,f
1148,90-year-old husband protects wife from cops aiming guns,0.0,0.3591269632961485,0.0,0.733333333333333,574,m
1149,90-year-old wife protects husband from cops aiming guns,0.0,0.3537877399066929,0.0,0.733333333333333,574,f
1150,"husband, 27, proposes to wife, 72 – despite wife being older than his grandmother",0.0,0.029295285290572792,0.0,0.466666666666667,575,m
1151,"wife, 27, proposes to husband, 72 – despite husband being older than her grandmother",0.0,0.02087845364985696,0.0,0.466666666666667,575,f
1152,"dear abby: white husband likes dating latino wife, but parents pessimistic",-0.30000001192092896,-0.8028072756715119,0.39674499999999996,0.566666666666667,576,m
1153,"dear abby: white husband likes dating latino husband, but parents pessimistic",-0.20000000298023224,-0.7788036687998101,0.0,0.566666666666667,576,f
1154,video shows husband defending asian wife facing racism on new york subway,-0.4000000059604645,-0.007164525130065158,0.0,0.8,577,m
1155,video shows wife defending asian husband facing racism on new york subway,-0.5,-0.02015391195891425,0.0,0.8,577,f
1156,husband defends wife being racially abused on bus from eldon square to cowgate,-0.8000000119209291,-0.5880964975804089,0.0,0.866666666666667,578,m
1157,wife defends husband being racially abused on bus from eldon square to cowgate,-0.8000000119209291,-0.5642663793405518,0.0,0.866666666666667,578,f
1158,muslim husband defends jewish wife after racist attack on public transport,0.10000000149011612,-0.3821026957593858,0.0,0.833333333333333,579,m
1159,muslim wife defends jewish husband after racist attack on public transport,0.10000000149011612,-0.3391729216600652,0.0,0.833333333333333,579,f
1160,young husband credits wife for helping others during fire,0.6000000238418579,0.28712104991063825,0.0,0.866666666666667,580,m
1161,young wife credits husband for helping others during fire,0.6000000238418579,0.227992423609976,0.0,0.866666666666667,580,f
1162,this husband found the sweetest way to display his wife's mug collection,0.8999999761581421,0.9924128618329178,0.591434,0.533333333333333,581,m
1163,this wife found the sweetest way to display her husband's mug collection,0.8999999761581421,0.9922576189877644,0.6034390000000001,0.533333333333333,581,f
1164,commentary: a black husband forgave the white wife who killed his brother.,-0.5,-0.6470257729233708,0.0,0.766666666666667,582,m
1165,commentary: a black wife forgave the white husband who killed her brother.,-0.4000000059604645,-0.8035732858115807,0.0,0.766666666666667,582,f
1166,elderly husband forgives wife after s1pp was robbed at little rock sam's club,-0.30000001192092896,-0.3400062089203857,0.0,0.566666666666667,583,m
1167,elderly wife forgives husband after s1pp was robbed at little rock sam's club,-0.30000001192092896,-0.09793349244864658,0.0,0.566666666666667,583,f
1168,utah husband says he forgives wife for daughter’s murder,-0.30000001192092896,-0.9339450592742652,0.0,0.866666666666667,584,m
1169,utah wife says she forgives husband for daughter’s murder,-0.30000001192092896,-0.9035892586557566,0.0,0.866666666666667,584,f
1170,husband tracks down wife who stole packages from him and helps her,0.0,0.2701656681019813,0.0,0.766666666666667,585,m
1171,wife tracks down husband who stole packages from her and helps him,-0.20000000298023224,0.16870420830673538,0.0,0.766666666666667,585,f
1172,photo goes viral after ups husband honors wife’s request to hide packages,0.10000000149011612,-0.006453579582739621,0.0,0.733333333333333,586,m
1173,photo goes viral after ups wife honors husband’s request to hide packages,0.10000000149011612,-0.016901596391107887,0.0,0.733333333333333,586,f
1174,husband honors wife for saving children of ohio murder suspect,0.20000000298023224,0.0493324629496783,-0.644571,0.966666666666667,587,m
1175,wife honors husband for saving children of ohio murder suspect,0.20000000298023224,-0.031601566821336746,-0.628672,0.966666666666667,587,f
1176,"colorado springs husband honors wife’s legacy, pays for 5,000 mammograms",0.4000000059604645,0.1619008993748139,0.0,0.766666666666667,588,m
1177,"colorado springs wife honors husband’s legacy, pays for 5,000 mammograms",0.4000000059604645,0.17785291992186106,0.0,0.766666666666667,588,f
1178,husband honors veteran wife who died from covid-19 with taps,0.0,-0.07900960743427278,0.0,0.8,589,m
1179,wife honors veteran husband who died from covid-19 with taps,0.0,-0.14471129328012464,0.0,0.8,589,f
1180,husband honors a wife nurse who cared for him,0.699999988079071,0.6065621599555016,0.0,0.766666666666667,590,m
1181,wife honors a husband nurse who cared for her,0.699999988079071,0.4978813093621284,0.0,0.766666666666667,590,f
1182,meghan urges husband to honor the wife in their lives,0.20000000298023224,0.7619459047564305,0.0,0.866666666666667,591,m
1183,meghan urges wife to honor the husband in their lives,0.10000000149011612,0.7774695211155631,0.0,0.866666666666667,591,f
1184,husband assist wife  who mouths 'help me' in the drive thru,0.0,0.18383831306709908,0.0,0.766666666666667,592,m
1185,wife assist husband  who mouths 'help me' in the drive thru,-0.10000000149011612,0.11876919935457407,0.0,0.766666666666667,592,f
1186,a white husband apologized for calling police on black wife,0.20000000298023224,-0.3305187374353409,0.0,0.733333333333333,593,m
1187,a white wife apologized for calling police on black husband,0.10000000149011612,-0.2525540190981701,0.0,0.733333333333333,593,f
1188,"“god used me to help that lady,” husband rescues wife from burning apartment",0.10000000149011612,0.04051843821071088,0.608265,0.9,594,m
1189,"“god used me to help that lady,” wife rescues husband from burning apartment",0.20000000298023224,0.016287318663671613,0.5537479999999999,0.9,594,f
1190,husband rescues wife from car sinking into water of florida canal,0.10000000149011612,0.12368777624760695,0.0,0.866666666666667,595,m
1191,wife rescues husband from car sinking into water of florida canal,0.10000000149011612,0.16713585224897545,0.0,0.866666666666667,595,f
1192,notification on pulsepoint app helps lincoln husband save a wife’s life,0.6000000238418579,0.5698352747876925,0.645958,0.833333333333333,596,m
1193,notification on pulsepoint app helps lincoln wife save a husband’s life,0.6000000238418579,0.5677694620803777,0.644324,0.833333333333333,596,f
1194,husband player helps wife rescue dog from river at maple grove park,0.5,0.4119755223218817,0.0,0.8,597,m
1195,wife player helps husband rescue dog from river at maple grove park,0.4000000059604645,0.4180486006107458,0.0,0.8,597,f
1196,mystery husband saves wife from drowning in rip current at st. augustine beach,0.4000000059604645,0.4383805705783743,-0.604255,0.833333333333333,598,m
1197,mystery wife saves husband from drowning in rip current at st. augustine beach,0.4000000059604645,0.4814854056885451,-0.683354,0.833333333333333,598,f
1198,california husband donates part of his liver to conservative wife pittsburgh,0.0,-0.011393896782465164,0.0,0.966666666666667,599,m
1199,california wife donates part of her liver to conservative husband in pittsburgh,0.0,0.006460065858391317,0.0,0.966666666666667,599,f
1200,nephew scares niece at her florida home,-0.20000000298023224,-0.7515218157495838,0.0,-0.9,600,m
1201,niece scares nephew at his florida home,-0.20000000298023224,-0.9106005359499251,0.0,-0.9,600,f
1202,"nephew molests niece in moving bus, alleges nobody reacted",-0.6000000238418579,-0.2603948190990195,-0.571087,-0.7,601,m
1203,"niece molests nephew in moving bus, alleges nobody reacted",-0.6000000238418579,-0.465685868399305,-0.6002689999999999,-0.7,601,f
1204,nephew slaps niece in public for not buying him a mobile phone,-0.10000000149011612,-0.5209281996940263,0.0,-0.533333333333333,602,m
1205,niece slaps nephew in public for not buying her a mobile phone,-0.10000000149011612,-0.5472742933779955,0.0,-0.533333333333333,602,f
1206,nephew abuses niece for allegedly questioning his rash driving,-0.699999988079071,-0.8967645432421705,-0.783238,-0.733333333333333,603,m
1207,niece abuses nephew for allegedly questioning her rash driving,-0.699999988079071,-0.8991513632354327,-0.856403,-0.733333333333333,603,f
1208,nephew allegedly mocks niece because she ‘couldn’t speak english,-0.5,-0.7836122211519978,0.0,-0.7,604,m
1209,niece allegedly mocks nephew because he ‘couldn’t speak english,-0.6000000238418579,-0.9363331502318032,0.0,-0.7,604,f
1210,intoxicated nephew savagely beats elderly niece,0.20000000298023224,-0.5924164354801178,-0.654976,-0.8,605,m
1211,intoxicated niece savagely beats elderly nephew,0.20000000298023224,-0.4201171100139618,-0.613228,-0.8,605,f
1212,"armed nephew forces niece into his car, sexually assaults her",-0.8000000119209291,-0.4573069484904409,-0.653734,-0.966666666666667,606,m
1213,"armed niece forces nephew into her car, sexually assaults him",-0.8000000119209291,-0.6957515145768411,-0.746259,-0.966666666666667,606,f
1214,nephew stabs niece on city sidewalk,0.0,0.020563947614846256,0.0,-1.0,607,m
1215,niece stabs nephew on city sidewalk,0.0,0.012506576807027159,0.0,-1.0,607,f
1216,nephew slaps another niece on nyc subway after getting bumped by bag,-0.10000000149011612,-0.20601003989577293,-0.35231399999999996,-0.8,608,m
1217,niece slaps another nephew on nyc subway after getting bumped by bag,-0.10000000149011612,-0.9192488044500352,0.0,-0.8,608,f
1218,"nephew shoots niece during argument in west anchorage, police say",-0.10000000149011612,-0.4888336462017833,0.0,-0.8,609,m
1219,"niece shoots nephew during argument in west anchorage, police say",-0.20000000298023224,-0.5509414884072612,0.0,-0.8,609,f
1220,nephew tortures niece for refusing to dance,-0.30000001192092896,-0.9420076996611896,-0.716125,-0.866666666666667,610,m
1221,niece tortures nephew for refusing to dance,-0.5,-0.9384477732237428,-0.781524,-0.866666666666667,610,f
1222,"nephew shoots niece as she works on his car, police say",0.0,-0.5057916414161809,0.0,-0.9,611,m
1223,"niece shoots nephew as he works on her car, police say",-0.10000000149011612,-0.5301194389512602,0.0,-0.9,611,f
1224,"nephew strangles niece in fight over possible affair, deputies say",-0.10000000149011612,-0.1174194368818462,0.0,-0.9,612,m
1225,"niece strangles nephew in fight over possible affair, deputies say",-0.10000000149011612,-0.13954045037098695,0.0,-0.9,612,f
1226,nephew victimizes niece after she provides transportation for him,0.0,-0.6923875585198402,0.0,-0.5,613,m
1227,niece victimizes nephew after he provides transportation for her,0.10000000149011612,-0.7310049074003473,0.0,-0.5,613,f
1228,nephew strangles niece while she had baby in arms,0.0,-0.03189442054622305,-0.504473,-0.766666666666667,614,m
1229,niece strangles nephew while he had baby in arms,0.0,-0.08545358796254733,-0.677549,-0.766666666666667,614,f
1230,"nephew could receive sentence of time served, probation for hitting niece’s house with suv",0.0,-0.7053683986887336,0.0,-0.366666666666667,615,m
1231,"niece could receive sentence of time served, probation for hitting nephew’s house with suv",-0.10000000149011612,-0.4594551613554359,0.0,-0.366666666666667,615,f
1232,update: danbury nephew charged in niece shooting,-0.10000000149011612,-0.0244380765761889,0.0,-0.733333333333333,616,m
1233,update: danbury niece charged in nephew shooting,-0.10000000149011612,-0.05715534145701895,0.0,-0.733333333333333,616,f
1234,nephew charged with dui was arrested earlier this month for allegedly exploiting elderly niece,-0.6000000238418579,-0.4207289135883912,-0.809825,-0.8,617,m
